src	trg	weight
Bob Dylan	Grateful Dead	19.098995749316874
Bob Dylan	Paul McCartney	19.098995749316874
Bob Dylan	Bryan Ferry	19.098995749316874
Bob Dylan	Michael Martin Murphey	19.098995749316874
Bob Dylan	Bob Seger	19.098995749316874
Bob Dylan	Counting Crows	19.098995749316874
Bob Dylan	Train (band)	19.098995749316874
Bob Dylan	Creedence Clearwater Revival	19.098995749316874
Bob Dylan	Donovan	19.098995749316874
Bob Dylan	David Bowie	19.098995749316874
Bob Dylan	rock music	19.098995749316874
Bob Dylan	Coldplay	19.098995749316874
Bob Dylan	Manfred Mann	19.098995749316874
Bob Dylan	Stone Temple Pilots	19.098995749316874
Bob Dylan	The Tragically Hip	19.098995749316874
Bob Dylan	Eric Clapton	19.098995749316874
Bob Dylan	Jeff Buckley	19.098995749316874
Bob Dylan	The Band	19.098995749316874
Bob Dylan	The Lumineers	19.098995749316874
Bob Dylan	Elton John	19.098995749316874
Bob Dylan	George Harrison	19.098995749316874
Bob Dylan	The Who	19.098995749316874
Bob Dylan	Deep Purple	19.098995749316874
Bob Dylan	Dire Straits	19.098995749316874
Bob Dylan	Ian Dury	19.098995749316874
Bob Dylan	The Rolling Stones	19.098995749316874
Bob Dylan	Lenny Kravitz	19.098995749316874
Bob Dylan	Kings of Leon	19.098995749316874
Bob Dylan	Guns N' Roses	19.098995749316874
Bob Dylan	Sixto Rodriguez	19.098995749316874
Bob Dylan	Duane Eddy	19.098995749316874
Bob Dylan	Neil Young	19.098995749316874
Bob Dylan	Electric Light Orchestra	19.098995749316874
Bob Dylan	Lou Reed	19.098995749316874
Bob Dylan	The Hollies	19.098995749316874
Bob Dylan	The Bangles	19.098995749316874
Bob Dylan	Chris de Burgh	19.098995749316874
Bob Dylan	Bruce Springsteen	19.098995749316874
Bob Dylan	Thin Lizzy	19.098995749316874
Bob Dylan	Social Distortion	19.098995749316874
Bob Dylan	Mumford & Sons	19.098995749316874
Bob Dylan	Tom Petty and the Heartbreakers	19.098995749316874
Bob Dylan	My Chemical Romance	19.098995749316874
Bob Dylan	Rise Against	19.098995749316874
Bob Seger	Chicago (band)	2.4548885690771187
Bob Seger	Bullet for My Valentine	2.4548885690771187
Bob Seger	Meat Loaf	2.4548885690771187
Bob Seger	Glenn Frey	2.4548885690771187
Bob Seger	Little Richard	2.4548885690771187
Bob Seger	The Sweet	2.4548885690771187
Bob Seger	The Beatles	2.4548885690771187
Bob Seger	Greta Van Fleet	2.4548885690771187
Bob Seger	Lou Reed	2.4548885690771187
Bob Seger	Van Morrison	2.4548885690771187
Bob Seger	rock music	2.4548885690771187
Bob Seger	Bryan Adams	2.4548885690771187
Bob Seger	Elvis Presley	2.4548885690771187
Bob Seger	John Lennon	2.4548885690771187
Bob Seger	Eagles (band)	2.4548885690771187
Bob Seger	Bruce Springsteen	2.4548885690771187
Bob Seger	Don Henley	2.4548885690771187
Bob Seger	Kid Rock	2.4548885690771187
Bob Seger	Thin Lizzy	2.4548885690771187
Bob Seger	Tom Petty and the Heartbreakers	2.4548885690771187
Bob Seger	Eric Clapton	2.4548885690771187
Bob Seger	Mitch Ryder	2.4548885690771187
Bob Seger	Grand Funk Railroad	2.4548885690771187
Bob Seger	Hinder	2.4548885690771187
Bob Seger	John Fogerty	2.4548885690771187
Bob Seger	Kiss (band)	2.4548885690771187
Bon Jovi	Mötley Crüe	2.7133621756836184
Bon Jovi	Ratt	2.7133621756836184
Bon Jovi	Led Zeppelin	2.7133621756836184
Bon Jovi	Chuck Berry	2.7133621756836184
Bon Jovi	Dashboard Confessional	2.7133621756836184
Bon Jovi	Train (band)	2.7133621756836184
Bon Jovi	Daughtry (band)	2.7133621756836184
Bon Jovi	Van Halen	2.7133621756836184
Bon Jovi	rock music	2.7133621756836184
Bon Jovi	Skid Row (American band)	2.7133621756836184
Bon Jovi	Nickelback	2.7133621756836184
Bon Jovi	Europe (band)	2.7133621756836184
Bon Jovi	Cinderella (band)	2.7133621756836184
Bon Jovi	The Doobie Brothers	2.7133621756836184
Bon Jovi	Great White	2.7133621756836184
Bon Jovi	Deep Purple	2.7133621756836184
Bon Jovi	Def Leppard	2.7133621756836184
Bon Jovi	Joe Cocker	2.7133621756836184
Bon Jovi	The Rolling Stones	2.7133621756836184
Bon Jovi	Five for Fighting	2.7133621756836184
Bon Jovi	Metallica	2.7133621756836184
Bon Jovi	Depeche Mode	2.7133621756836184
Bon Jovi	Bryan Adams	2.7133621756836184
Bon Jovi	Queensrÿche	2.7133621756836184
Bon Jovi	Bruce Springsteen	2.7133621756836184
Bon Jovi	Scorpions (band)	2.7133621756836184
Bon Jovi	Hinder	2.7133621756836184
Bon Jovi	My Chemical Romance	2.7133621756836184
Bon Jovi	Kiss (band)	2.7133621756836184
Bon Jovi	The J. Geils Band	2.7133621756836184
Boston (band)	Journey (band)	1.2209534781189466
Boston (band)	Def Leppard	1.2209534781189466
Boston (band)	The Beatles	1.2209534781189466
Boston (band)	ZZ Top	1.2209534781189466
Boston (band)	Van Halen	1.2209534781189466
Boston (band)	rock music	1.2209534781189466
Boston (band)	Extreme (band)	1.2209534781189466
Boston (band)	The Smashing Pumpkins	1.2209534781189466
Boston (band)	Styx (band)	1.2209534781189466
Boston (band)	Godsmack	1.2209534781189466
Boston (band)	The J. Geils Band	1.2209534781189466
Bowling for Soup	Bryan Adams	1.2149945999413896
Bowling for Soup	Sum 41	1.2149945999413896
Bowling for Soup	Ratt	1.2149945999413896
Bowling for Soup	Quiet Riot	1.2149945999413896
Bowling for Soup	Green Day	1.2149945999413896
Bowling for Soup	Ramones	1.2149945999413896
Bowling for Soup	Simple Plan	1.2149945999413896
Bowling for Soup	Elvis Costello	1.2149945999413896
Boys Like Girls	Goo Goo Dolls	1.3847341438819332
Boys Like Girls	Hoobastank	1.3847341438819332
Boys Like Girls	rock music	1.3847341438819332
Boys Like Girls	Good Charlotte	1.3847341438819332
Boys Like Girls	Daughtry (band)	1.3847341438819332
Boys Like Girls	Dashboard Confessional	1.3847341438819332
Boys Like Girls	Simple Plan	1.3847341438819332
Boys Like Girls	Jimmy Eat World	1.3847341438819332
Boys Like Girls	The Cab	1.3847341438819332
Boys Like Girls	Fall Out Boy	1.3847341438819332
Boys Like Girls	The All-American Rejects	1.3847341438819332
Boys Like Girls	Third Eye Blind	1.3847341438819332
Bread (band)	Elvis Costello	1.014365431461598
Bread (band)	Eagles (band)	1.014365431461598
Bread (band)	The Beach Boys	1.014365431461598
Bread (band)	Simon & Garfunkel	1.014365431461598
Breaking Benjamin	Bush (British band)	2.3962246708073063
Breaking Benjamin	Five Finger Death Punch	2.3962246708073063
Breaking Benjamin	Weezer	2.3962246708073063
Breaking Benjamin	Puddle of Mudd	2.3962246708073063
Breaking Benjamin	Skillet (band)	2.3962246708073063
Breaking Benjamin	Thousand Foot Krutch	2.3962246708073063
Breaking Benjamin	Starset	2.3962246708073063
Breaking Benjamin	Chevelle (band)	2.3962246708073063
Breaking Benjamin	Daughtry (band)	2.3962246708073063
Breaking Benjamin	Coldplay	2.3962246708073063
Breaking Benjamin	Disturbed (band)	2.3962246708073063
Breaking Benjamin	The Smashing Pumpkins	2.3962246708073063
Breaking Benjamin	Stone Temple Pilots	2.3962246708073063
Breaking Benjamin	Live (band)	2.3962246708073063
Breaking Benjamin	Korn	2.3962246708073063
Breaking Benjamin	Nickelback	2.3962246708073063
Breaking Benjamin	Paramore	2.3962246708073063
Breaking Benjamin	Mudvayne	2.3962246708073063
Breaking Benjamin	Godsmack	2.3962246708073063
Breaking Benjamin	Flyleaf (band)	2.3962246708073063
Breaking Benjamin	Goo Goo Dolls	2.3962246708073063
Breaking Benjamin	Pearl Jam	2.3962246708073063
Breaking Benjamin	Filter (band)	2.3962246708073063
Breaking Benjamin	Papa Roach	2.3962246708073063
Breaking Benjamin	Shinedown	2.3962246708073063
Breaking Benjamin	Three Days Grace	2.3962246708073063
Breaking Benjamin	Theory of a Deadman	2.3962246708073063
Breaking Benjamin	Seether	2.3962246708073063
Breaking Benjamin	Staind	2.3962246708073063
Breaking Benjamin	Tool (band)	2.3962246708073063
Breaking Benjamin	Hinder	2.3962246708073063
Breaking Benjamin	Evanescence	2.3962246708073063
Bring Me the Horizon	Oasis (band)	1.3755133930736085
Bring Me the Horizon	Pantera	1.3755133930736085
Bring Me the Horizon	Jane's Addiction	1.3755133930736085
Bring Me the Horizon	Radiohead	1.3755133930736085
Bring Me the Horizon	Slipknot (band)	1.3755133930736085
Bring Me the Horizon	Twenty One Pilots	1.3755133930736085
Bring Me the Horizon	Bullet for My Valentine	1.3755133930736085
Bring Me the Horizon	Metallica	1.3755133930736085
Bring Me the Horizon	Fall Out Boy	1.3755133930736085
Bring Me the Horizon	Coldplay	1.3755133930736085
Bring Me the Horizon	Three Days Grace	1.3755133930736085
Bring Me the Horizon	rock music	1.3755133930736085
Bring Me the Horizon	Linkin Park	1.3755133930736085
Bring Me the Horizon	Panic! at the Disco	1.3755133930736085
Bring Me the Horizon	Killswitch Engage	1.3755133930736085
Bring Me the Horizon	Interpol (band)	1.3755133930736085
Bring Me the Horizon	Deftones	1.3755133930736085
Bring Me the Horizon	Rise Against	1.3755133930736085
Bruce Springsteen	Eddie Cochran	9.661358655500402
Bruce Springsteen	Manfred Mann's Earth Band	9.661358655500402
Bruce Springsteen	Linda Ronstadt	9.661358655500402
Bruce Springsteen	Chuck Berry	9.661358655500402
Bruce Springsteen	Morrissey	9.661358655500402
Bruce Springsteen	The Clash	9.661358655500402
Bruce Springsteen	The Animals	9.661358655500402
Bruce Springsteen	Manfred Mann (musician)	9.661358655500402
Bruce Springsteen	Roy Orbison	9.661358655500402
Bruce Springsteen	Mitch Ryder	9.661358655500402
Bruce Springsteen	Rage Against the Machine	9.661358655500402
Bruce Springsteen	The Police	9.661358655500402
Bruce Springsteen	Bullet for My Valentine	9.661358655500402
Bruce Springsteen	Five for Fighting	9.661358655500402
Bruce Springsteen	Muse (band)	9.661358655500402
Bruce Springsteen	Pearl Jam	9.661358655500402
Bruce Springsteen	Buddy Holly	9.661358655500402
Bruce Springsteen	Bryan Adams	9.661358655500402
Bruce Springsteen	The Killers	9.661358655500402
Bruce Springsteen	Van Morrison	9.661358655500402
Bruce Springsteen	Elvis Presley	9.661358655500402
Bruce Springsteen	Sting (musician)	9.661358655500402
Bruce Springsteen	Elvis Costello	9.661358655500402
Bruce Springsteen	James Taylor	9.661358655500402
Bruce Springsteen	John Mellencamp	9.661358655500402
Bruce Springsteen	Joe Walsh	9.661358655500402
Bruce Springsteen	Everlast	9.661358655500402
Bruce Springsteen	Jackson Browne	9.661358655500402
Bruce Springsteen	Sam Fender	9.661358655500402
Bruce Springsteen	U2	9.661358655500402
Bruce Springsteen	Dropkick Murphys	9.661358655500402
Bruce Springsteen	The Fray	9.661358655500402
Bruce Springsteen	Dashboard Confessional	9.661358655500402
Bruce Springsteen	Paul McCartney	9.661358655500402
Bruce Springsteen	Train (band)	9.661358655500402
Bruce Springsteen	Creedence Clearwater Revival	9.661358655500402
Bruce Springsteen	Melissa Etheridge	9.661358655500402
Bruce Springsteen	Coldplay	9.661358655500402
Bruce Springsteen	rock music	9.661358655500402
Bruce Springsteen	Don Henley	9.661358655500402
Bruce Springsteen	The Tragically Hip	9.661358655500402
Bruce Springsteen	Jeff Buckley	9.661358655500402
Bruce Springsteen	The Lumineers	9.661358655500402
Bruce Springsteen	The Doobie Brothers	9.661358655500402
Bruce Springsteen	John Fogerty	9.661358655500402
Bruce Springsteen	Dave Matthews Band	9.661358655500402
Bruce Springsteen	Deep Purple	9.661358655500402
Bruce Springsteen	Vampire Weekend	9.661358655500402
Bruce Springsteen	Dire Straits	9.661358655500402
Bruce Springsteen	R.E.M.	9.661358655500402
Bruce Springsteen	Slipknot (band)	9.661358655500402
Bruce Springsteen	The Rolling Stones	9.661358655500402
Bruce Springsteen	Lenny Kravitz	9.661358655500402
Bruce Springsteen	Joan Jett	9.661358655500402
Bruce Springsteen	Duane Eddy	9.661358655500402
Bruce Springsteen	Neil Young	9.661358655500402
Bruce Springsteen	The Hollies	9.661358655500402
Bruce Springsteen	Everclear (band)	9.661358655500402
Bruce Springsteen	Thin Lizzy	9.661358655500402
Bruce Springsteen	No Doubt	9.661358655500402
Bruce Springsteen	Social Distortion	9.661358655500402
Bruce Springsteen	Tom Petty and the Heartbreakers	9.661358655500402
Bryan Adams	Bush (British band)	5.844188080732251
Bryan Adams	The Boxtones	5.844188080732251
Bryan Adams	U2	5.844188080732251
Bryan Adams	Stevie Ray Vaughan	5.844188080732251
Bryan Adams	Led Zeppelin	5.844188080732251
Bryan Adams	Chuck Berry	5.844188080732251
Bryan Adams	Pat Benatar	5.844188080732251
Bryan Adams	Stevie Nicks	5.844188080732251
Bryan Adams	ZZ Top	5.844188080732251
Bryan Adams	Creedence Clearwater Revival	5.844188080732251
Bryan Adams	David Bowie	5.844188080732251
Bryan Adams	Rod Stewart	5.844188080732251
Bryan Adams	Extreme (band)	5.844188080732251
Bryan Adams	Pink Floyd	5.844188080732251
Bryan Adams	The Tragically Hip	5.844188080732251
Bryan Adams	Eric Clapton	5.844188080732251
Bryan Adams	Peter Gabriel	5.844188080732251
Bryan Adams	George Harrison	5.844188080732251
Bryan Adams	Elton John	5.844188080732251
Bryan Adams	The Who	5.844188080732251
Bryan Adams	Peter Frampton	5.844188080732251
Bryan Adams	Deep Purple	5.844188080732251
Bryan Adams	Journey (band)	5.844188080732251
Bryan Adams	Dire Straits	5.844188080732251
Bryan Adams	Def Leppard	5.844188080732251
Bryan Adams	Survivor (band)	5.844188080732251
Bryan Adams	The Police	5.844188080732251
Bryan Adams	Joe Cocker	5.844188080732251
Bryan Adams	The Rolling Stones	5.844188080732251
Bryan Adams	T. Rex (band)	5.844188080732251
Bryan Adams	The Beatles	5.844188080732251
Bryan Adams	Rammstein	5.844188080732251
Bryan Adams	Iggy Pop	5.844188080732251
Bryan Adams	The Beach Boys	5.844188080732251
Bryan Adams	Neil Young	5.844188080732251
Bryan Adams	Lou Reed	5.844188080732251
Bryan Adams	Van Morrison	5.844188080732251
Bryan Adams	Elvis Presley	5.844188080732251
Bryan Adams	John Lennon	5.844188080732251
Bryan Adams	Uriah Heep (band)	5.844188080732251
Bryan Adams	Ringo Starr	5.844188080732251
Bryan Adams	Sting (musician)	5.844188080732251
Bryan Adams	James Taylor	5.844188080732251
Bryan Adams	Status Quo (band)	5.844188080732251
Bryan Adams	Loverboy	5.844188080732251
Bryan Adams	Kiss (band)	5.844188080732251
Bryan Adams	Foreigner (band)	5.844188080732251
Bryan Ferry	Dire Straits	1.0510849429495426
Bryan Ferry	David Bowie	1.0510849429495426
Bryan Ferry	Simple Minds	1.0510849429495426
Bryan Ferry	Rod Stewart	1.0510849429495426
Bryan Ferry	John Lennon	1.0510849429495426
Bryan Ferry	The Smiths	1.0510849429495426
Bryan Ferry	Roxy Music	1.0510849429495426
Bryan Ferry	Pink Floyd	1.0510849429495426
Bryan Ferry	Duran Duran	1.0510849429495426
Bryan Ferry	Steve Winwood	1.0510849429495426
Buckcherry	Pantera	1.2408247254316955
Buckcherry	Mötley Crüe	1.2408247254316955
Buckcherry	Soundgarden	1.2408247254316955
Buckcherry	Skillet (band)	1.2408247254316955
Buckcherry	Lenny Kravitz	1.2408247254316955
Buckcherry	Limp Bizkit	1.2408247254316955
Buckcherry	Chuck Berry	1.2408247254316955
Buckcherry	Guns N' Roses	1.2408247254316955
Buckcherry	The Cult	1.2408247254316955
Buckcherry	P.O.D.	1.2408247254316955
Buckcherry	Papa Roach	1.2408247254316955
Buckcherry	Three Days Grace	1.2408247254316955
Buckcherry	Stone Temple Pilots	1.2408247254316955
Buckcherry	Velvet Revolver	1.2408247254316955
Buckcherry	Nickelback	1.2408247254316955
Buckcherry	Lacuna Coil	1.2408247254316955
Buckcherry	Deftones	1.2408247254316955
Buckcherry	Kiss (band)	1.2408247254316955
Buddy Holly	Jerry Lee Lewis	3.2443864183455977
Buddy Holly	Eddie Cochran	3.2443864183455977
Buddy Holly	Weezer	3.2443864183455977
Buddy Holly	Linda Ronstadt	3.2443864183455977
Buddy Holly	Grateful Dead	3.2443864183455977
Buddy Holly	Chuck Berry	3.2443864183455977
Buddy Holly	Paul McCartney	3.2443864183455977
Buddy Holly	Stevie Nicks	3.2443864183455977
Buddy Holly	Florence and the Machine	3.2443864183455977
Buddy Holly	Modest Mouse	3.2443864183455977
Buddy Holly	Ritchie Valens	3.2443864183455977
Buddy Holly	David Bowie	3.2443864183455977
Buddy Holly	rock music	3.2443864183455977
Buddy Holly	The Clash	3.2443864183455977
Buddy Holly	Korn	3.2443864183455977
Buddy Holly	Eric Clapton	3.2443864183455977
Buddy Holly	Rush (band)	3.2443864183455977
Buddy Holly	Elton John	3.2443864183455977
Buddy Holly	George Harrison	3.2443864183455977
Buddy Holly	The Who	3.2443864183455977
Buddy Holly	Peter Frampton	3.2443864183455977
Buddy Holly	Deep Purple	3.2443864183455977
Buddy Holly	The Big Bopper	3.2443864183455977
Buddy Holly	Pixies (band)	3.2443864183455977
Buddy Holly	The Rolling Stones	3.2443864183455977
Buddy Holly	Little Richard	3.2443864183455977
Buddy Holly	The Beatles	3.2443864183455977
Buddy Holly	Steve Winwood	3.2443864183455977
Buddy Holly	The Hollies	3.2443864183455977
Buddy Holly	Cake (band)	3.2443864183455977
Buddy Holly	Elvis Presley	3.2443864183455977
Buddy Holly	John Lennon	3.2443864183455977
Buddy Holly	Ringo Starr	3.2443864183455977
Buddy Holly	Elvis Costello	3.2443864183455977
Buddy Holly	James Taylor	3.2443864183455977
Buddy Holly	The Everly Brothers	3.2443864183455977
Buddy Holly	The Lovin' Spoonful	3.2443864183455977
Bullet for My Valentine	Led Zeppelin	1.6664900176197135
Bullet for My Valentine	Queen (band)	1.6664900176197135
Bullet for My Valentine	Korn	1.6664900176197135
Bullet for My Valentine	Lacuna Coil	1.6664900176197135
Bullet for My Valentine	Rob Zombie	1.6664900176197135
Bullet for My Valentine	Trivium (band)	1.6664900176197135
Bullet for My Valentine	Deftones	1.6664900176197135
Bullet for My Valentine	Dire Straits	1.6664900176197135
Bullet for My Valentine	Pantera	1.6664900176197135
Bullet for My Valentine	Judas Priest	1.6664900176197135
Bullet for My Valentine	Slipknot (band)	1.6664900176197135
Bullet for My Valentine	Def Leppard	1.6664900176197135
Bullet for My Valentine	Limp Bizkit	1.6664900176197135
Bullet for My Valentine	Slayer	1.6664900176197135
Bullet for My Valentine	Guns N' Roses	1.6664900176197135
Bullet for My Valentine	Metallica	1.6664900176197135
Bullet for My Valentine	Iron Maiden	1.6664900176197135
Bullet for My Valentine	Megadeth	1.6664900176197135
Bullet for My Valentine	Seether	1.6664900176197135
Bullet for My Valentine	Sepultura	1.6664900176197135
Bullet for My Valentine	Marilyn Manson (band)	1.6664900176197135
Bullet for My Valentine	Halestorm	1.6664900176197135
Bullet for My Valentine	Nirvana (band)	1.6664900176197135
Bullet for My Valentine	Killswitch Engage	1.6664900176197135
Bush (British band)	Jane's Addiction	1.9390423407672746
Bush (British band)	Soundgarden	1.9390423407672746
Bush (British band)	Tom Petty	1.9390423407672746
Bush (British band)	Led Zeppelin	1.9390423407672746
Bush (British band)	Cheap Trick	1.9390423407672746
Bush (British band)	Sonic Youth	1.9390423407672746
Bush (British band)	David Bowie	1.9390423407672746
Bush (British band)	Hole (band)	1.9390423407672746
Bush (British band)	rock music	1.9390423407672746
Bush (British band)	Stone Temple Pilots	1.9390423407672746
Bush (British band)	Live (band)	1.9390423407672746
Bush (British band)	Our Lady Peace	1.9390423407672746
Bush (British band)	Nickelback	1.9390423407672746
Bush (British band)	Pixies (band)	1.9390423407672746
Bush (British band)	Sex Pistols	1.9390423407672746
Bush (British band)	Queens of the Stone Age	1.9390423407672746
Bush (British band)	Warrant (American band)	1.9390423407672746
Bush (British band)	INXS	1.9390423407672746
Bush (British band)	The Beatles	1.9390423407672746
Bush (British band)	The Cult	1.9390423407672746
Bush (British band)	Neil Young	1.9390423407672746
Bush (British band)	Theory of a Deadman	1.9390423407672746
Bush (British band)	John Lennon	1.9390423407672746
Bush (British band)	No Doubt	1.9390423407672746
Bush (British band)	System of a Down	1.9390423407672746
Bush (British band)	Hinder	1.9390423407672746
Bush (British band)	U2	1.9390423407672746
Cage the Elephant	Pixies (band)	1.5589654878957366
Cage the Elephant	Green Day	1.5589654878957366
Cage the Elephant	Muse (band)	1.5589654878957366
Cage the Elephant	The Rolling Stones	1.5589654878957366
Cage the Elephant	Queens of the Stone Age	1.5589654878957366
Cage the Elephant	Metallica	1.5589654878957366
Cage the Elephant	The Beatles	1.5589654878957366
Cage the Elephant	Foo Fighters	1.5589654878957366
Cage the Elephant	Foals (band)	1.5589654878957366
Cage the Elephant	Coldplay	1.5589654878957366
Cage the Elephant	Cake (band)	1.5589654878957366
Cage the Elephant	Linkin Park	1.5589654878957366
Cage the Elephant	Jimi Hendrix	1.5589654878957366
Cage the Elephant	John Mellencamp	1.5589654878957366
Cage the Elephant	Nirvana (band)	1.5589654878957366
Cage the Elephant	The Black Keys	1.5589654878957366
Cage the Elephant	Dave Matthews Band	1.5589654878957366
Cake (band)	Lou Reed	1.1248245180099337
Cake (band)	The Flaming Lips	1.1248245180099337
Cake (band)	rock music	1.1248245180099337
Cake (band)	Weezer	1.1248245180099337
Cake (band)	Cheap Trick	1.1248245180099337
Cake (band)	Counting Crows	1.1248245180099337
Cake (band)	Sly and the Family Stone	1.1248245180099337
Cake (band)	Modest Mouse	1.1248245180099337
Canned Heat	The Mothers of Invention	1.1927598577071692
Canned Heat	Jerry Lee Lewis	1.1927598577071692
Canned Heat	rock music	1.1927598577071692
Canned Heat	Linda Ronstadt	1.1927598577071692
Canned Heat	John Mayall	1.1927598577071692
Canned Heat	Janis Joplin	1.1927598577071692
Canned Heat	Grateful Dead	1.1927598577071692
Canned Heat	Chuck Berry	1.1927598577071692
Canned Heat	Eric Clapton	1.1927598577071692
Canned Heat	Jimi Hendrix	1.1927598577071692
Canned Heat	Little Richard	1.1927598577071692
Canned Heat	Jefferson Starship	1.1927598577071692
Canned Heat	Jefferson Airplane	1.1927598577071692
Canned Heat	Sly and the Family Stone	1.1927598577071692
Catfish and the Bottlemen	Oasis (band)	1.0645948287398592
Catfish and the Bottlemen	Van Morrison	1.0645948287398592
Catfish and the Bottlemen	Coldplay	1.0645948287398592
Catfish and the Bottlemen	Highly Suspect	1.0645948287398592
Catfish and the Bottlemen	Green Day	1.0645948287398592
Charlie Daniels	rock music	1.8586765735222608
Charlie Daniels	Elvis Presley	1.8586765735222608
Charlie Daniels	Ringo Starr	1.8586765735222608
Charlie Daniels	Korn	1.8586765735222608
Charlie Daniels	Michael Martin Murphey	1.8586765735222608
Charlie Daniels	Montgomery Gentry	1.8586765735222608
Charlie Daniels	Lynyrd Skynyrd	1.8586765735222608
Charlie Daniels	The Marshall Tucker Band	1.8586765735222608
Cheap Trick	Chicago (band)	2.9026033065127224
Cheap Trick	Weezer	2.9026033065127224
Cheap Trick	Led Zeppelin	2.9026033065127224
Cheap Trick	Green Day	2.9026033065127224
Cheap Trick	Meat Loaf	2.9026033065127224
Cheap Trick	The Sweet	2.9026033065127224
Cheap Trick	Heart (band)	2.9026033065127224
Cheap Trick	Pat Benatar	2.9026033065127224
Cheap Trick	Fats Domino	2.9026033065127224
Cheap Trick	The Smashing Pumpkins	2.9026033065127224
Cheap Trick	Stone Temple Pilots	2.9026033065127224
Cheap Trick	Live (band)	2.9026033065127224
Cheap Trick	Slade	2.9026033065127224
Cheap Trick	Nickelback	2.9026033065127224
Cheap Trick	Kansas (band)	2.9026033065127224
Cheap Trick	Deep Purple	2.9026033065127224
Cheap Trick	Cold Chisel	2.9026033065127224
Cheap Trick	Def Leppard	2.9026033065127224
Cheap Trick	Survivor (band)	2.9026033065127224
Cheap Trick	Pearl Jam	2.9026033065127224
Cheap Trick	Guns N' Roses	2.9026033065127224
Cheap Trick	Joan Jett	2.9026033065127224
Cheap Trick	Elvis Presley	2.9026033065127224
Cheap Trick	Kid Rock	2.9026033065127224
Cheap Trick	Simple Plan	2.9026033065127224
Cheap Trick	Nirvana (band)	2.9026033065127224
Cheap Trick	Loverboy	2.9026033065127224
Cheap Trick	Lynyrd Skynyrd	2.9026033065127224
Cheap Trick	Kiss (band)	2.9026033065127224
Chevelle (band)	The Cure	1.228040958423866
Chevelle (band)	Highly Suspect	1.228040958423866
Chevelle (band)	Limp Bizkit	1.228040958423866
Chevelle (band)	Thousand Foot Krutch	1.228040958423866
Chevelle (band)	Filter (band)	1.228040958423866
Chevelle (band)	Thirty Seconds to Mars	1.228040958423866
Chevelle (band)	Shinedown	1.228040958423866
Chevelle (band)	Three Days Grace	1.228040958423866
Chevelle (band)	Disturbed (band)	1.228040958423866
Chevelle (band)	Stone Sour	1.228040958423866
Chevelle (band)	Staind	1.228040958423866
Chevelle (band)	Nickelback	1.228040958423866
Chevelle (band)	Finger Eleven	1.228040958423866
Chevelle (band)	Halestorm	1.228040958423866
Chevelle (band)	Tool (band)	1.228040958423866
Chevelle (band)	Evanescence	1.228040958423866
Chicago (band)	REO Speedwagon	2.8498098843620134
Chicago (band)	Janis Joplin	2.8498098843620134
Chicago (band)	Santana (band)	2.8498098843620134
Chicago (band)	Heart (band)	2.8498098843620134
Chicago (band)	Emerson, Lake & Palmer	2.8498098843620134
Chicago (band)	Stevie Nicks	2.8498098843620134
Chicago (band)	The Beach Boys	2.8498098843620134
Chicago (band)	The All-American Rejects	2.8498098843620134
Chicago (band)	Foo Fighters	2.8498098843620134
Chicago (band)	rock music	2.8498098843620134
Chicago (band)	Rod Stewart	2.8498098843620134
Chicago (band)	Elvis Presley	2.8498098843620134
Chicago (band)	Steve Miller Band	2.8498098843620134
Chicago (band)	Genesis (band)	2.8498098843620134
Chicago (band)	Huey Lewis and the News	2.8498098843620134
Chicago (band)	Yes (band)	2.8498098843620134
Chicago (band)	Jimi Hendrix	2.8498098843620134
Chicago (band)	Phil Collins	2.8498098843620134
Chicago (band)	Toto (band)	2.8498098843620134
Chicago (band)	The Who	2.8498098843620134
Chicago (band)	The Doobie Brothers	2.8498098843620134
Chicago (band)	Kenny Loggins	2.8498098843620134
Chicago (band)	Deep Purple	2.8498098843620134
Chris Cornell	Soundgarden	1.8741581710428166
Chris Cornell	Stevie Ray Vaughan	1.8741581710428166
Chris Cornell	Led Zeppelin	1.8741581710428166
Chris Cornell	Puddle of Mudd	1.8741581710428166
Chris Cornell	Paul McCartney	1.8741581710428166
Chris Cornell	Heart (band)	1.8741581710428166
Chris Cornell	rock music	1.8741581710428166
Chris Cornell	Van Halen	1.8741581710428166
Chris Cornell	Ramones	1.8741581710428166
Chris Cornell	Jeff Buckley	1.8741581710428166
Chris Cornell	Jimi Hendrix	1.8741581710428166
Chris Cornell	Smash Mouth	1.8741581710428166
Chris Cornell	Peter Frampton	1.8741581710428166
Chris Cornell	Rage Against the Machine	1.8741581710428166
Chris Cornell	Little Richard	1.8741581710428166
Chris Cornell	Pearl Jam	1.8741581710428166
Chris Cornell	Living Colour	1.8741581710428166
Chris Cornell	Guns N' Roses	1.8741581710428166
Chris Cornell	Metallica	1.8741581710428166
Chris Cornell	Imagine Dragons	1.8741581710428166
Chris Cornell	The Beatles	1.8741581710428166
Chris Cornell	The Pretty Reckless	1.8741581710428166
Chris Cornell	Neil Young	1.8741581710428166
Chris Cornell	Foo Fighters	1.8741581710428166
Chris Cornell	Thirty Seconds to Mars	1.8741581710428166
Chris Cornell	Garbage (band)	1.8741581710428166
Chris Cornell	John Lennon	1.8741581710428166
Chris Cornell	Linkin Park	1.8741581710428166
Chris Cornell	Faith No More	1.8741581710428166
Chris Cornell	System of a Down	1.8741581710428166
