src	trg	nij
10 Years (band)	Korn	1.6018278757106044
10 Years (band)	Linkin Park	1.6018278757106044
10 Years (band)	Disturbed (band)	1.6018278757106044
10 Years (band)	Puddle of Mudd	1.6018278757106044
10 Years (band)	Breaking Benjamin	1.6018278757106044
10 Years (band)	Alice in Chains	1.6018278757106044
10 Years (band)	Flyleaf (band)	1.6018278757106044
10 Years (band)	Highly Suspect	1.6018278757106044
10 Years (band)	Stone Temple Pilots	1.6018278757106044
10 Years (band)	Theory of a Deadman	1.6018278757106044
10 Years (band)	Mudvayne	1.6018278757106044
10 Years (band)	Shinedown	1.6018278757106044
10 Years (band)	Thousand Foot Krutch	1.6018278757106044
10 Years (band)	Deftones	1.6018278757106044
10cc	Peter Gabriel	3.848671262960016
10cc	Paul McCartney	3.848671262960016
10cc	Herman's Hermits	3.848671262960016
10cc	The Clash	3.848671262960016
10cc	Eric Clapton	3.848671262960016
10cc	Electric Light Orchestra	3.848671262960016
10cc	Jethro Tull (band)	3.848671262960016
10cc	The Hollies	3.848671262960016
10cc	The Yardbirds	3.848671262960016
10cc	Simon & Garfunkel	3.848671262960016
10cc	Roxy Music	3.848671262960016
10cc	Asia (band)	3.848671262960016
10cc	Steely Dan	3.848671262960016
10cc	The Moody Blues	3.848671262960016
10cc	Ringo Starr	3.848671262960016
10cc	ABBA	3.848671262960016
10cc	Toto (band)	3.848671262960016
10cc	Frank Zappa	3.848671262960016
10cc	Queen (band)	3.848671262960016
10cc	Duran Duran	3.848671262960016
10cc	George Harrison	3.848671262960016
10cc	Ramones	3.848671262960016
10cc	The Police	3.848671262960016
3 Doors Down	Nickelback	3.531764304920785
3 Doors Down	Rush (band)	3.531764304920785
3 Doors Down	Daughtry (band)	3.531764304920785
3 Doors Down	Puddle of Mudd	3.531764304920785
3 Doors Down	Alter Bridge	3.531764304920785
3 Doors Down	Creed (band)	3.531764304920785
3 Doors Down	Bob Seger	3.531764304920785
3 Doors Down	Hinder	3.531764304920785
3 Doors Down	Lynyrd Skynyrd	3.531764304920785
3 Doors Down	Seether	3.531764304920785
3 Doors Down	Days of the New	3.531764304920785
3 Doors Down	Train (band)	3.531764304920785
3 Doors Down	Staind	3.531764304920785
3 Doors Down	Breaking Benjamin	3.531764304920785
3 Doors Down	ZZ Top	3.531764304920785
3 Doors Down	Collective Soul	3.531764304920785
3 Doors Down	Flyleaf (band)	3.531764304920785
3 Doors Down	Finger Eleven	3.531764304920785
3 Doors Down	Pop Evil	3.531764304920785
3 Doors Down	Shinedown	3.531764304920785
3 Doors Down	Kiss (band)	3.531764304920785
311 (band)	Awolnation	4.554250208208467
311 (band)	Red Hot Chili Peppers	4.554250208208467
311 (band)	Papa Roach	4.554250208208467
311 (band)	Sublime with Rome	4.554250208208467
311 (band)	The Clash	4.554250208208467
311 (band)	Yes (band)	4.554250208208467
311 (band)	Pink Floyd	4.554250208208467
311 (band)	Incubus (band)	4.554250208208467
311 (band)	Jane's Addiction	4.554250208208467
311 (band)	Faith No More	4.554250208208467
311 (band)	The Rolling Stones	4.554250208208467
311 (band)	Deftones	4.554250208208467
311 (band)	Asia (band)	4.554250208208467
311 (band)	Korn	4.554250208208467
311 (band)	The Offspring	4.554250208208467
311 (band)	John Lennon	4.554250208208467
311 (band)	Anthrax (American band)	4.554250208208467
311 (band)	Emerson, Lake & Palmer	4.554250208208467
311 (band)	The Cure	4.554250208208467
311 (band)	Billy Joel	4.554250208208467
311 (band)	Led Zeppelin	4.554250208208467
38 Special (band)	REO Speedwagon	3.0572557562088285
38 Special (band)	Jefferson Starship	3.0572557562088285
38 Special (band)	Golden Earring	3.0572557562088285
38 Special (band)	Kansas (band)	3.0572557562088285
38 Special (band)	Grand Funk Railroad	3.0572557562088285
38 Special (band)	Huey Lewis and the News	3.0572557562088285
38 Special (band)	Styx (band)	3.0572557562088285
38 Special (band)	Bon Jovi	3.0572557562088285
38 Special (band)	Lynyrd Skynyrd	3.0572557562088285
38 Special (band)	Kid Rock	3.0572557562088285
38 Special (band)	Billy Joel	3.0572557562088285
38 Special (band)	Peter Frampton	3.0572557562088285
38 Special (band)	Ted Nugent	3.0572557562088285
38 Special (band)	Survivor (band)	3.0572557562088285
38 Special (band)	Journey (band)	3.0572557562088285
38 Special (band)	Bryan Adams	3.0572557562088285
38 Special (band)	Kiss (band)	3.0572557562088285
A Perfect Circle	Primus (band)	2.4613285741704454
A Perfect Circle	Guns N' Roses	2.4613285741704454
A Perfect Circle	Ozzy Osbourne	2.4613285741704454
A Perfect Circle	Evanescence	2.4613285741704454
A Perfect Circle	Our Lady Peace	2.4613285741704454
A Perfect Circle	Queens of the Stone Age	2.4613285741704454
A Perfect Circle	Foo Fighters	2.4613285741704454
A Perfect Circle	The Smashing Pumpkins	2.4613285741704454
A Perfect Circle	Tool (band)	2.4613285741704454
A Perfect Circle	Deftones	2.4613285741704454
A Perfect Circle	Seether	2.4613285741704454
A Perfect Circle	Velvet Revolver	2.4613285741704454
A Perfect Circle	John Lennon	2.4613285741704454
A Perfect Circle	Rage Against the Machine	2.4613285741704454
A Perfect Circle	Pixies (band)	2.4613285741704454
A Perfect Circle	The Cure	2.4613285741704454
A Perfect Circle	Queen (band)	2.4613285741704454
A Perfect Circle	Led Zeppelin	2.4613285741704454
A Perfect Circle	Depeche Mode	2.4613285741704454
A Perfect Circle	Nine Inch Nails	2.4613285741704454
A Perfect Circle	Weezer	2.4613285741704454
A Perfect Circle	Adam Ant	2.4613285741704454
A Perfect Circle	Marilyn Manson (band)	2.4613285741704454
A Perfect Circle	System of a Down	2.4613285741704454
ABBA	Iron Maiden	2.4340351101142543
ABBA	Genesis (band)	2.4340351101142543
ABBA	Ghost (Swedish band)	2.4340351101142543
ABBA	Tenacious D	2.4340351101142543
ABBA	Electric Light Orchestra	2.4340351101142543
ABBA	Scorpions (band)	2.4340351101142543
ABBA	Robert Plant	2.4340351101142543
ABBA	Foo Fighters	2.4340351101142543
ABBA	Sam Fender	2.4340351101142543
ABBA	The Beatles	2.4340351101142543
ABBA	Elvis Costello	2.4340351101142543
ABBA	Queen (band)	2.4340351101142543
ABBA	Led Zeppelin	2.4340351101142543
ABBA	Sublime (band)	2.4340351101142543
ABBA	U2	2.4340351101142543
ABBA	Bee Gees	2.4340351101142543
ABBA	Kiss (band)	2.4340351101142543
ABBA	Phil Collins	2.4340351101142543
AC/DC	Puddle of Mudd	16.127449195413476
AC/DC	Guns N' Roses	16.127449195413476
AC/DC	Whitesnake	16.127449195413476
AC/DC	Scorpions (band)	16.127449195413476
AC/DC	Thin Lizzy	16.127449195413476
AC/DC	Drowning Pool	16.127449195413476
AC/DC	Twisted Sister	16.127449195413476
AC/DC	Pantera	16.127449195413476
AC/DC	Asia (band)	16.127449195413476
AC/DC	Aerosmith	16.127449195413476
AC/DC	Rage Against the Machine	16.127449195413476
AC/DC	Anthrax (American band)	16.127449195413476
AC/DC	The Cult	16.127449195413476
AC/DC	Billy Joel	16.127449195413476
AC/DC	Buckcherry	16.127449195413476
AC/DC	Megadeth	16.127449195413476
AC/DC	Queensrÿche	16.127449195413476
AC/DC	Volbeat	16.127449195413476
AC/DC	Slade	16.127449195413476
AC/DC	Boston (band)	16.127449195413476
AC/DC	The Pretty Reckless	16.127449195413476
AC/DC	Jane's Addiction	16.127449195413476
AC/DC	Metallica	16.127449195413476
AC/DC	Def Leppard	16.127449195413476
AC/DC	Alice Cooper	16.127449195413476
AC/DC	Duran Duran	16.127449195413476
AC/DC	Oasis (band)	16.127449195413476
AC/DC	White Zombie (band)	16.127449195413476
AC/DC	Judas Priest	16.127449195413476
AC/DC	Elton John	16.127449195413476
AC/DC	Deep Purple	16.127449195413476
AC/DC	Cheap Trick	16.127449195413476
AC/DC	Hinder	16.127449195413476
AC/DC	Dio (band)	16.127449195413476
AC/DC	Little Richard	16.127449195413476
AC/DC	INXS	16.127449195413476
AC/DC	Dropkick Murphys	16.127449195413476
AC/DC	The White Stripes	16.127449195413476
AC/DC	P.O.D.	16.127449195413476
AC/DC	Marilyn Manson (band)	16.127449195413476
AC/DC	Accept (band)	16.127449195413476
AC/DC	Slayer	16.127449195413476
AC/DC	Sum 41	16.127449195413476
AC/DC	Foreigner (band)	16.127449195413476
AC/DC	Rush (band)	16.127449195413476
AC/DC	The Black Crowes	16.127449195413476
AC/DC	Sting (musician)	16.127449195413476
AC/DC	Chuck Berry	16.127449195413476
AC/DC	Alice in Chains	16.127449195413476
AC/DC	Ozzy Osbourne	16.127449195413476
AC/DC	My Chemical Romance	16.127449195413476
AC/DC	Styx (band)	16.127449195413476
AC/DC	Bon Jovi	16.127449195413476
AC/DC	Robert Plant	16.127449195413476
AC/DC	The Sweet	16.127449195413476
AC/DC	Lou Reed	16.127449195413476
AC/DC	Audioslave	16.127449195413476
AC/DC	Black Sabbath	16.127449195413476
AC/DC	The Velvet Underground	16.127449195413476
AC/DC	Ted Nugent	16.127449195413476
AC/DC	Sepultura	16.127449195413476
AC/DC	Kiss (band)	16.127449195413476
AFI (band)	Primus (band)	2.0460352349308613
AFI (band)	Panic! at the Disco	2.0460352349308613
AFI (band)	Guns N' Roses	2.0460352349308613
AFI (band)	Echo & the Bunnymen	2.0460352349308613
AFI (band)	My Chemical Romance	2.0460352349308613
AFI (band)	Faith No More	2.0460352349308613
AFI (band)	Green Day	2.0460352349308613
AFI (band)	Pantera	2.0460352349308613
AFI (band)	Deftones	2.0460352349308613
AFI (band)	Metallica	2.0460352349308613
AFI (band)	The Offspring	2.0460352349308613
AFI (band)	David Bowie	2.0460352349308613
AFI (band)	Coheed and Cambria	2.0460352349308613
AFI (band)	Joy Division	2.0460352349308613
AFI (band)	Rise Against	2.0460352349308613
AFI (band)	The Cure	2.0460352349308613
AFI (band)	Paramore	2.0460352349308613
AFI (band)	Black Veil Brides	2.0460352349308613
Accept (band)	Iron Maiden	2.362198098245522
Accept (band)	W.A.S.P. (band)	2.362198098245522
Accept (band)	Megadeth	2.362198098245522
Accept (band)	Five Finger Death Punch	2.362198098245522
Accept (band)	Queensrÿche	2.362198098245522
Accept (band)	Alice in Chains	2.362198098245522
Accept (band)	Guns N' Roses	2.362198098245522
Accept (band)	Ozzy Osbourne	2.362198098245522
Accept (band)	Volbeat	2.362198098245522
Accept (band)	Judas Priest	2.362198098245522
Accept (band)	Deep Purple	2.362198098245522
Accept (band)	Scorpions (band)	2.362198098245522
Accept (band)	Quiet Riot	2.362198098245522
Accept (band)	The Smashing Pumpkins	2.362198098245522
Accept (band)	Uriah Heep (band)	2.362198098245522
Accept (band)	Pantera	2.362198098245522
Accept (band)	Metallica	2.362198098245522
Accept (band)	Soundgarden	2.362198098245522
Accept (band)	Anthrax (American band)	2.362198098245522
Accept (band)	Damn Yankees (band)	2.362198098245522
Accept (band)	Slayer	2.362198098245522
Accept (band)	Stone Sour	2.362198098245522
Adam Ant	Stevie Nicks	1.979248279078885
Adam Ant	Paul McCartney	1.979248279078885
Adam Ant	T. Rex (band)	1.979248279078885
Adam Ant	Morrissey	1.979248279078885
Adam Ant	Gene Vincent	1.979248279078885
Adam Ant	Eddie Cochran	1.979248279078885
Adam Ant	Nine Inch Nails	1.979248279078885
Adam Ant	Sex Pistols	1.979248279078885
Adam Ant	Duran Duran	1.979248279078885
Adam Ant	Iggy Pop	1.979248279078885
Adam Ant	Rod Stewart	1.979248279078885
Adam Ant	Oasis (band)	1.979248279078885
Adam Ant	Billy Idol	1.979248279078885
Adam Ant	Phil Collins	1.979248279078885
Adam Ant	Roxy Music	1.979248279078885
Aerosmith	Trivium (band)	25.164418053776206
Aerosmith	Golden Earring	25.164418053776206
Aerosmith	Radiohead	25.164418053776206
Aerosmith	Guns N' Roses	25.164418053776206
Aerosmith	Thin Lizzy	25.164418053776206
Aerosmith	Green Day	25.164418053776206
Aerosmith	Twisted Sister	25.164418053776206
Aerosmith	Velvet Revolver	25.164418053776206
Aerosmith	Train (band)	25.164418053776206
Aerosmith	Pantera	25.164418053776206
Aerosmith	The Cult	25.164418053776206
Aerosmith	Kid Rock	25.164418053776206
Aerosmith	Jimi Hendrix	25.164418053776206
Aerosmith	Collective Soul	25.164418053776206
Aerosmith	Extreme (band)	25.164418053776206
Aerosmith	Megadeth	25.164418053776206
Aerosmith	Evanescence	25.164418053776206
Aerosmith	Slade	25.164418053776206
Aerosmith	Stone Temple Pilots	25.164418053776206
Aerosmith	Boston (band)	25.164418053776206
Aerosmith	Ratt	25.164418053776206
Aerosmith	Metallica	25.164418053776206
Aerosmith	Def Leppard	25.164418053776206
Aerosmith	The J. Geils Band	25.164418053776206
Aerosmith	New York Dolls	25.164418053776206
Aerosmith	Mötley Crüe	25.164418053776206
Aerosmith	Alice Cooper	25.164418053776206
Aerosmith	U2	25.164418053776206
Aerosmith	Black Veil Brides	25.164418053776206
Aerosmith	Limp Bizkit	25.164418053776206
Aerosmith	Tesla (band)	25.164418053776206
Aerosmith	Deep Purple	25.164418053776206
Aerosmith	Cheap Trick	25.164418053776206
Aerosmith	Faith No More	25.164418053776206
Aerosmith	Saliva (band)	25.164418053776206
Aerosmith	Hinder	25.164418053776206
Aerosmith	The Beatles	25.164418053776206
Aerosmith	Chicago (band)	25.164418053776206
Aerosmith	Pearl Jam	25.164418053776206
Aerosmith	Chris Cornell	25.164418053776206
Aerosmith	ZZ Top	25.164418053776206
Aerosmith	Cinderella (band)	25.164418053776206
Aerosmith	Dropkick Murphys	25.164418053776206
Aerosmith	Slayer	25.164418053776206
Aerosmith	Run-DMC	25.164418053776206
Aerosmith	Foreigner (band)	25.164418053776206
Aerosmith	Sly and the Family Stone	25.164418053776206
Aerosmith	The Black Crowes	25.164418053776206
Aerosmith	Rush (band)	25.164418053776206
Aerosmith	Nirvana (band)	25.164418053776206
Aerosmith	Papa Roach	25.164418053776206
Aerosmith	Alice in Chains	25.164418053776206
Aerosmith	Godsmack	25.164418053776206
Aerosmith	The Sweet	25.164418053776206
Aerosmith	Lenny Kravitz	25.164418053776206
Aerosmith	Staind	25.164418053776206
Aerosmith	Van Halen	25.164418053776206
Aerosmith	Harry Nilsson	25.164418053776206
Aerosmith	Heart (band)	25.164418053776206
Aerosmith	Warrant (American band)	25.164418053776206
Aerosmith	Led Zeppelin	25.164418053776206
Aerosmith	Ted Nugent	25.164418053776206
Aerosmith	Joan Jett	25.164418053776206
Aerosmith	Skid Row (American band)	25.164418053776206
Aerosmith	Greta Van Fleet	25.164418053776206
Aerosmith	Kiss (band)	25.164418053776206
Air Supply	Chicago (band)	1.132871433375586
Air Supply	Meat Loaf	1.132871433375586
Air Supply	Cold Chisel	1.132871433375586
Air Supply	Rod Stewart	1.132871433375586
Air Supply	The Doobie Brothers	1.132871433375586
Air Supply	Little River Band	1.132871433375586
Alanis Morissette	Matchbox Twenty	5.276950353789079
Alanis Morissette	Red Hot Chili Peppers	5.276950353789079
Alanis Morissette	Dave Matthews Band	5.276950353789079
Alanis Morissette	Radiohead	5.276950353789079
Alanis Morissette	No Doubt	5.276950353789079
Alanis Morissette	Limp Bizkit	5.276950353789079
Alanis Morissette	Neil Young	5.276950353789079
Alanis Morissette	Our Lady Peace	5.276950353789079
Alanis Morissette	Foo Fighters	5.276950353789079
Alanis Morissette	Jane's Addiction	5.276950353789079
Alanis Morissette	The Rolling Stones	5.276950353789079
Alanis Morissette	Tracy Chapman	5.276950353789079
Alanis Morissette	Audioslave	5.276950353789079
Alanis Morissette	Avril Lavigne	5.276950353789079
Alanis Morissette	The Pretty Reckless	5.276950353789079
Alanis Morissette	Rage Against the Machine	5.276950353789079
Alanis Morissette	Barenaked Ladies	5.276950353789079
Alanis Morissette	Garbage (band)	5.276950353789079
Alanis Morissette	Ringo Starr	5.276950353789079
Alanis Morissette	Smash Mouth	5.276950353789079
Alanis Morissette	The Police	5.276950353789079
Alice Cooper	Guns N' Roses	40.25452923555434
Alice Cooper	Supertramp	40.25452923555434
Alice Cooper	Meat Loaf	40.25452923555434
Alice Cooper	Whitesnake	40.25452923555434
Alice Cooper	Scorpions (band)	40.25452923555434
Alice Cooper	Thin Lizzy	40.25452923555434
Alice Cooper	Twisted Sister	40.25452923555434
Alice Cooper	Asia (band)	40.25452923555434
Alice Cooper	Bob Dylan	40.25452923555434
Alice Cooper	David Bowie	40.25452923555434
Alice Cooper	Filter (band)	40.25452923555434
Alice Cooper	The Cult	40.25452923555434
Alice Cooper	Don Henley	40.25452923555434
Alice Cooper	Great White	40.25452923555434
Alice Cooper	Alice Cooper (band)	40.25452923555434
Alice Cooper	Theory of a Deadman	40.25452923555434
Alice Cooper	Paul McCartney	40.25452923555434
Alice Cooper	Megadeth	40.25452923555434
Alice Cooper	Midnight Oil	40.25452923555434
Alice Cooper	Slade	40.25452923555434
Alice Cooper	Foo Fighters	40.25452923555434
Alice Cooper	Jane's Addiction	40.25452923555434
Alice Cooper	The Lumineers	40.25452923555434
Alice Cooper	Rob Zombie	40.25452923555434
Alice Cooper	The Flaming Lips	40.25452923555434
Alice Cooper	Def Leppard	40.25452923555434
Alice Cooper	Motörhead	40.25452923555434
Alice Cooper	Damn Yankees (band)	40.25452923555434
Alice Cooper	New York Dolls	40.25452923555434
Alice Cooper	Nine Inch Nails	40.25452923555434
Alice Cooper	Mötley Crüe	40.25452923555434
Alice Cooper	Duran Duran	40.25452923555434
Alice Cooper	U2	40.25452923555434
Alice Cooper	Donovan	40.25452923555434
Alice Cooper	Black Veil Brides	40.25452923555434
Alice Cooper	Marilyn Manson	40.25452923555434
Alice Cooper	Stevie Ray Vaughan	40.25452923555434
Alice Cooper	Ghost (Swedish band)	40.25452923555434
Alice Cooper	White Zombie (band)	40.25452923555434
Alice Cooper	Judas Priest	40.25452923555434
Alice Cooper	Elton John	40.25452923555434
Alice Cooper	Deep Purple	40.25452923555434
Alice Cooper	Creed (band)	40.25452923555434
Alice Cooper	Tesla (band)	40.25452923555434
Alice Cooper	Blondie (band)	40.25452923555434
Alice Cooper	Blue Öyster Cult	40.25452923555434
Alice Cooper	Jackson Browne	40.25452923555434
Alice Cooper	Chris Cornell	40.25452923555434
Alice Cooper	Queen (band)	40.25452923555434
Alice Cooper	The Black Keys	40.25452923555434
Alice Cooper	ZZ Top	40.25452923555434
Alice Cooper	Thirty Seconds to Mars	40.25452923555434
Alice Cooper	Steve Vai	40.25452923555434
Alice Cooper	Black Stone Cherry	40.25452923555434
Alice Cooper	Bryan Adams	40.25452923555434
Alice Cooper	Marilyn Manson (band)	40.25452923555434
Alice Cooper	Iron Maiden	40.25452923555434
Alice Cooper	Linda Ronstadt	40.25452923555434
Alice Cooper	Ozzy Osbourne	40.25452923555434
Alice Cooper	Pink Floyd	40.25452923555434
Alice Cooper	Edgar Winter	40.25452923555434
Alice Cooper	Iggy Pop	40.25452923555434
Alice Cooper	Quiet Riot	40.25452923555434
Alice Cooper	The Sweet	40.25452923555434
Alice Cooper	Lou Reed	40.25452923555434
Alice Cooper	John Lennon	40.25452923555434
Alice Cooper	Harry Nilsson	40.25452923555434
Alice Cooper	Toto (band)	40.25452923555434
Alice Cooper	Warrant (American band)	40.25452923555434
Alice Cooper	Frank Zappa	40.25452923555434
Alice Cooper	Billy Squier	40.25452923555434
Alice Cooper	Led Zeppelin	40.25452923555434
Alice Cooper	Joan Jett	40.25452923555434
Alice Cooper	Sex Pistols	40.25452923555434
Alice Cooper	Joe Satriani	40.25452923555434
Alice Cooper	Kiss (band)	40.25452923555434
Alice Cooper (band)	Chuck Berry	3.4659811401622216
Alice Cooper (band)	Elvis Presley	3.4659811401622216
Alice Cooper (band)	Manfred Mann	3.4659811401622216
Alice Cooper (band)	Guns N' Roses	3.4659811401622216
Alice Cooper (band)	Ozzy Osbourne	3.4659811401622216
Alice Cooper (band)	White Zombie (band)	3.4659811401622216
Alice Cooper (band)	Pink Floyd	3.4659811401622216
Alice Cooper (band)	Cheap Trick	3.4659811401622216
Alice Cooper (band)	The Yardbirds	3.4659811401622216
Alice Cooper (band)	Jane's Addiction	3.4659811401622216
Alice Cooper (band)	The Rolling Stones	3.4659811401622216
Alice Cooper (band)	The Beatles	3.4659811401622216
Alice Cooper (band)	The Doors	3.4659811401622216
Alice Cooper (band)	Blue Öyster Cult	3.4659811401622216
Alice Cooper (band)	Frank Zappa	3.4659811401622216
Alice Cooper (band)	New York Dolls	3.4659811401622216
Alice Cooper (band)	Nine Inch Nails	3.4659811401622216
Alice Cooper (band)	The Who	3.4659811401622216
Alice Cooper (band)	The Beach Boys	3.4659811401622216
Alice Cooper (band)	Sex Pistols	3.4659811401622216
Alice Cooper (band)	Marilyn Manson (band)	3.4659811401622216
Alice Cooper (band)	Ramones	3.4659811401622216
Alice Cooper (band)	Kiss (band)	3.4659811401622216
Alice in Chains	Puddle of Mudd	46.37919016409659
Alice in Chains	Guns N' Roses	46.37919016409659
Alice in Chains	Eddie Money	46.37919016409659
Alice in Chains	Silverchair	46.37919016409659
Alice in Chains	Scorpions (band)	46.37919016409659
Alice in Chains	Incubus (band)	46.37919016409659
Alice in Chains	Queens of the Stone Age	46.37919016409659
Alice in Chains	Mudvayne	46.37919016409659
Alice in Chains	Thin Lizzy	46.37919016409659
Alice in Chains	Drowning Pool	46.37919016409659
Alice in Chains	Pantera	46.37919016409659
Alice in Chains	Soundgarden	46.37919016409659
Alice in Chains	Velvet Revolver	46.37919016409659
Alice in Chains	Hoobastank	46.37919016409659
Alice in Chains	David Bowie	46.37919016409659
Alice in Chains	Anthrax (American band)	46.37919016409659
Alice in Chains	The Cult	46.37919016409659
Alice in Chains	Linkin Park	46.37919016409659
Alice in Chains	Jimi Hendrix	46.37919016409659
Alice in Chains	Breaking Benjamin	46.37919016409659
Alice in Chains	Depeche Mode	46.37919016409659
Alice in Chains	Extreme (band)	46.37919016409659
Alice in Chains	Theory of a Deadman	46.37919016409659
Alice in Chains	Megadeth	46.37919016409659
Alice in Chains	Slipknot (band)	46.37919016409659
Alice in Chains	Queensrÿche	46.37919016409659
Alice in Chains	Evanescence	46.37919016409659
Alice in Chains	Jethro Tull (band)	46.37919016409659
Alice in Chains	Stone Temple Pilots	46.37919016409659
Alice in Chains	Foo Fighters	46.37919016409659
Alice in Chains	Deftones	46.37919016409659
Alice in Chains	Metallica	46.37919016409659
Alice in Chains	New York Dolls	46.37919016409659
Alice in Chains	Nine Inch Nails	46.37919016409659
Alice in Chains	U2	46.37919016409659
Alice in Chains	System of a Down	46.37919016409659
Alice in Chains	Stone Sour	46.37919016409659
Alice in Chains	Nickelback	46.37919016409659
Alice in Chains	Ghost (Swedish band)	46.37919016409659
Alice in Chains	Creed (band)	46.37919016409659
Alice in Chains	Elton John	46.37919016409659
Alice in Chains	Deep Purple	46.37919016409659
Alice in Chains	R.E.M.	46.37919016409659
Alice in Chains	Bush (British band)	46.37919016409659
Alice in Chains	Dio (band)	46.37919016409659
Alice in Chains	Avenged Sevenfold	46.37919016409659
Alice in Chains	Lynyrd Skynyrd	46.37919016409659
Alice in Chains	Days of the New	46.37919016409659
Alice in Chains	The Beatles	46.37919016409659
Alice in Chains	Pearl Jam	46.37919016409659
Alice in Chains	Blue Öyster Cult	46.37919016409659
Alice in Chains	Chris Cornell	46.37919016409659
Alice in Chains	Queen (band)	46.37919016409659
Alice in Chains	ZZ Top	46.37919016409659
Alice in Chains	Three Days Grace	46.37919016409659
Alice in Chains	Finger Eleven	46.37919016409659
Alice in Chains	Funkadelic	46.37919016409659
Alice in Chains	Slayer	46.37919016409659
Alice in Chains	Iron Maiden	46.37919016409659
Alice in Chains	Rush (band)	46.37919016409659
Alice in Chains	Nirvana (band)	46.37919016409659
Alice in Chains	Disturbed (band)	46.37919016409659
Alice in Chains	Dallas Green (musician)	46.37919016409659
Alice in Chains	Ozzy Osbourne	46.37919016409659
Alice in Chains	Pink Floyd	46.37919016409659
Alice in Chains	Godsmack	46.37919016409659
Alice in Chains	Iggy Pop	46.37919016409659
Alice in Chains	Tool (band)	46.37919016409659
Alice in Chains	Audioslave	46.37919016409659
Alice in Chains	The Doors	46.37919016409659
Alice in Chains	Seether	46.37919016409659
Alice in Chains	Black Sabbath	46.37919016409659
Alice in Chains	Korn	46.37919016409659
Alice in Chains	Staind	46.37919016409659
Alice in Chains	Van Halen	46.37919016409659
Alice in Chains	Heart (band)	46.37919016409659
Alice in Chains	Pixies (band)	46.37919016409659
Alice in Chains	Lamb of God (band)	46.37919016409659
Alice in Chains	Led Zeppelin	46.37919016409659
Alice in Chains	Ted Nugent	46.37919016409659
Alice in Chains	Sepultura	46.37919016409659
Alice in Chains	Poison (American band)	46.37919016409659
Alice in Chains	Kiss (band)	46.37919016409659
Alter Bridge	Fuel (band)	3.6512419427197838
Alter Bridge	Disturbed (band)	3.6512419427197838
Alter Bridge	Guns N' Roses	3.6512419427197838
Alter Bridge	Volbeat	3.6512419427197838
Alter Bridge	Creed (band)	3.6512419427197838
Alter Bridge	Pink Floyd	3.6512419427197838
Alter Bridge	Skillet (band)	3.6512419427197838
Alter Bridge	Bon Jovi	3.6512419427197838
Alter Bridge	Godsmack	3.6512419427197838
Alter Bridge	Avenged Sevenfold	3.6512419427197838
Alter Bridge	Velvet Revolver	3.6512419427197838
Alter Bridge	Linkin Park	3.6512419427197838
Alter Bridge	Van Halen	3.6512419427197838
Alter Bridge	Filter (band)	3.6512419427197838
Alter Bridge	Breaking Benjamin	3.6512419427197838
Alter Bridge	Led Zeppelin	3.6512419427197838
Alter Bridge	Black Stone Cherry	3.6512419427197838
Alter Bridge	Theory of a Deadman	3.6512419427197838
Alter Bridge	Three Days Grace	3.6512419427197838
Alter Bridge	P.O.D.	3.6512419427197838
Alter Bridge	Shinedown	3.6512419427197838
Alter Bridge	Halestorm	3.6512419427197838
Alter Bridge	Lacuna Coil	3.6512419427197838
Ambrosia (band)	America (band)	1.676982996619985
Ambrosia (band)	Kenny Loggins	1.676982996619985
Ambrosia (band)	Heart (band)	1.676982996619985
Ambrosia (band)	The Alan Parsons Project	1.676982996619985
Ambrosia (band)	Journey (band)	1.676982996619985
Ambrosia (band)	Pink Floyd	1.676982996619985
Ambrosia (band)	Eagles (band)	1.676982996619985
Ambrosia (band)	Fleetwood Mac	1.676982996619985
Ambrosia (band)	Edgar Winter	1.676982996619985
America (band)	Christopher Cross	5.94374054511966
America (band)	Supertramp	5.94374054511966
America (band)	Elton John	5.94374054511966
America (band)	Three Dog Night	5.94374054511966
America (band)	The Mamas & the Papas	5.94374054511966
America (band)	Crosby, Stills, Nash & Young	5.94374054511966
America (band)	The Beatles	5.94374054511966
America (band)	Steely Dan	5.94374054511966
America (band)	Pat Benatar	5.94374054511966
America (band)	Bob Dylan	5.94374054511966
America (band)	Joe Walsh	5.94374054511966
America (band)	Jackson Browne	5.94374054511966
America (band)	Toto (band)	5.94374054511966
America (band)	Little River Band	5.94374054511966
America (band)	Journey (band)	5.94374054511966
America (band)	The Who	5.94374054511966
America (band)	Eagles (band)	5.94374054511966
America (band)	George Harrison	5.94374054511966
America (band)	Gin Blossoms	5.94374054511966
America (band)	The Beach Boys	5.94374054511966
Anthrax (American band)	W.A.S.P. (band)	7.593930717315655
Anthrax (American band)	Limp Bizkit	7.593930717315655
Anthrax (American band)	White Zombie (band)	7.593930717315655
Anthrax (American band)	Judas Priest	7.593930717315655
Anthrax (American band)	Meat Loaf	7.593930717315655
Anthrax (American band)	Deep Purple	7.593930717315655
Anthrax (American band)	Cheap Trick	7.593930717315655
Anthrax (American band)	Thin Lizzy	7.593930717315655
Anthrax (American band)	Killswitch Engage	7.593930717315655
Anthrax (American band)	Faith No More	7.593930717315655
Anthrax (American band)	Avenged Sevenfold	7.593930717315655
Anthrax (American band)	The Beatles	7.593930717315655
Anthrax (American band)	Pantera	7.593930717315655
Anthrax (American band)	Drowning Pool	7.593930717315655
